Age,Sex,Sleep quality,Reliability,Psychoticism,Nervousness,Character
34,1,2,53.48,51.24,74.56,31.11
34,1,3,50.4,51.24,66.12,42.93
23,1,1,14.07,69.14,76.75,35.65
33,1,2,53.48,37.5,70.34,28.75
45,1,0,42.73,44.06,56.81,36.04
22,1,2,43.57,30.92,61.26,69.47
24,1,3,25.87,59.59,72.32,69.47
32,1,3,31.94,67.72,74.56,42.93
26,1,2,46.52,40.48,70.11,33.24
58,1,2,47.89,51.07,57.2,32.54
63,1,3,39.65,53.81,69.81,44.74
62,1,3,45.51,47.4,61.17,37.7
56,1,1,63.93,36.19,57.2,76.87
59,1,1,63.93,39.17,44.68,44.85
52,1,3,50.56,51.07,73.9,44.85
46,1,3,57.75,33.82,71.42,38.42
58,1,3,50.56,48.1,67.64,32.54
65,1,3,45.51,40.99,41.73,37.7
31,1,2,35.02,53.98,74.56,35.84
56,1,3,42.54,54.05,67.64,49.78
48,1,1,42.73,61.13,52.63,50.36
26,1,0,52.42,50.03,52.41,54.98
32,1,1,53.48,40.25,68.23,47.66
45,1,2,57.75,40.65,38.02,62.29
65,1,3,51.38,60.22,56.85,54.13
56,1,2,58.58,45.12,44.68,37.46
19,1,3,41.97,35.31,68.8,46.18
45,1,2,27.72,50.89,56.81,43.2
68,1,3,54.31,44.2,71.97,37.7
48,1,3,54.74,44.06,69.33,38.42
37,1,2,35.02,48.49,72.45,52.39
34,1,3,38.09,62.23,0,45.3
51,1,2,55.91,36.19,73.9,30.07
46,1,3,36.73,47.47,40.1,55.13
25,1,3,52.42,37.29,61.26,45.31
63,1,3,60.18,34.58,63.33,33
32,1,2,28.86,51.24,66.12,71.3
25,1,2,46.52,43.66,67.9,40.48
71,1,3,27.92,66.63,69.81,35.35
36,1,3,47.32,48.49,51.35,61.84
30,1,1,35.02,37.5,38.69,54.75
51,1,3,66.6,36.19,61.38,54.7
47,1,3,54.74,40.65,67.24,57.52
43,1,3,57.75,47.47,73.51,62.29
52,1,3,63.93,51.07,38.41,39.93
28,1,3,37.67,75.51,72.32,45.31
57,1,3,47.89,57.02,48.85,37.46
44,1,2,27.72,57.71,65.16,76.61
60,1,3,45.51,44.2,48.21,65.87
29,1,3,55.37,40.48,65.69,40.48
36,1,2,28.86,42.99,68.23,35.84
27,1,3,37.67,53.22,56.84,45.31
32,1,2,44.25,48.49,49.24,50.02
62,1,3,54.31,53.81,43.89,40.05
57,1,2,42.54,54.05,75.99,35
31,1,3,16.55,56.73,72.45,28.75
32,1,1,35.02,45.74,0,45.3
47,1,3,54.74,37.24,46.37,55.13
39,1,1,31.94,45.74,49.24,66.57
39,1,3,50.4,48.49,64.01,52.39
36,1,3,59.63,34.75,55.57,40.57
59,1,1,63.93,39.17,55.11,49.78
46,1,0,51.74,50.89,60.98,33.65
42,1,1,33.72,50.89,69.33,62.29
29,1,2,34.72,37.29,74.54,35.65
39,1,3,44.25,51.24,66.12,61.84
30,1,2,55.37,53.22,70.11,40.48
51,1,2,53.24,45.12,57.2,37.46
63,1,3,57.24,53.81,65.49,37.7
29,1,3,55.37,46.85,67.9,30.82
57,1,3,61.26,48.1,44.68,39.93
38,1,2,50.4,40.25,40.8,45.3
22,1,3,31.77,46.85,70.11,50.14
55,1,3,50.56,54.05,55.11,52.24
61,1,2,54.31,37.79,41.73,49.44
49,1,3,39.73,47.47,67.24,38.42
30,1,1,38.09,37.5,57.68,40.57
65,1,2,48.45,40.99,65.49,28.31
20,1,3,25.87,65.96,74.54,50.14
17,1,2,34.3,52.8,68.8,50.78
39,1,3,53.48,51.24,57.68,33.48
55,1,1,42.54,51.07,57.2,35
29,1,1,52.42,43.66,61.26,45.31
48,1,3,45.74,61.13,75.59,33.65
22,1,2,34.72,40.48,67.9,54.98
59,1,2,53.24,36.19,65.55,71.95
58,1,3,63.93,42.14,63.47,42.39
63,1,3,45.51,53.81,50.37,37.7
59,1,1,50.56,42.14,61.38,39.93
34,1,2,56.55,48.49,70.34,28.75
43,1,3,48.74,40.65,50.54,43.2
21,1,3,52.42,43.66,70.11,35.65
53,1,3,53.24,36.19,36.33,47.32
34,1,2,44.25,42.99,61.9,40.57
67,1,3,48.45,44.2,39.57,51.78
27,1,2,40.62,43.66,63.47,47.73
51,1,3,47.89,48.1,59.29,62.09
59,1,3,50.56,54.05,69.73,39.93
20,1,1,34.72,40.48,56.84,57.39
23,1,3,34.72,59.59,72.32,28.41
29,1,0,31.77,59.59,67.9,57.39
47,1,0,57.75,44.06,42.19,57.52
51,1,2,61.26,39.17,63.47,32.54
65,1,2,48.45,53.81,76.29,42.39
39,1,1,35.02,48.49,64.01,54.75
29,1,1,34.72,69.14,74.54,42.9
20,1,1,26.62,52.8,64.25,30.09
31,1,2,19.63,56.73,59.79,40.57
28,1,1,46.52,53.22,61.26,28.41
58,1,3,66.6,45.12,55.11,39.93
21,1,3,40.62,40.48,65.69,38.07
84,1,3,54.31,50.61,63.33,40.05
28,1,2,28.82,43.66,47.99,62.22
56,1,3,42.54,45.12,65.55,57.17
42,1,3,42.73,54.3,73.51,64.68
30,1,2,61.27,43.66,47.99,64.64
48,1,1,39.73,40.65,69.33,38.42
40,1,2,53.48,37.5,61.9,59.48
33,1,1,16.55,56.73,72.45,45.3
65,1,3,57.24,44.2,63.33,30.66
49,1,3,57.75,44.06,69.33,50.36
53,1,2,55.91,33.21,50.94,49.78
45,1,3,63.75,33.82,71.42,59.9
34,1,1,41.17,37.5,64.01,31.11
23,1,3,34.72,40.48,67.9,33.24
55,1,2,66.6,45.12,63.47,32.54
28,1,2,40.62,34.11,61.26,42.9
24,1,2,17.02,50.03,70.11,52.56
40,1,1,25.78,45.74,70.34,57.12
37,1,3,50.4,42.99,68.23,52.39
19,1,1,29.18,61.55,75.61,64.57
31,1,2,31.94,34.75,45.02,47.66
19,1,3,44.53,38.22,64.25,41.59
55,1,3,58.58,57.02,78.08,52.24
20,1,1,29.18,44.05,68.8,48.48
29,1,0,34.72,46.85,61.26,69.47
35,1,2,56.55,51.24,68.23,59.48
21,1,1,52.42,40.48,59.05,42.9
60,1,3,63.93,42.14,55.11,42.39
45,1,2,57.75,33.82,58.89,47.97
48,1,2,48.74,33.82,52.63,67.06
53,1,2,53.24,51.07,73.9,42.39
27,1,3,34.72,53.22,72.32,57.39
46,1,1,45.74,61.13,71.42,64.68
56,1,2,58.58,42.14,44.68,57.17
27,1,2,34.72,30.92,61.26,47.73
38,1,2,53.48,37.5,57.68,38.2
60,1,2,55.91,42.14,53.03,42.39
24,1,1,31.77,59.59,72.32,38.07
43,1,3,42.73,37.24,58.89,45.58
32,1,2,65.78,40.25,40.8,50.02
44,1,1,39.73,57.71,60.98,50.36
25,1,3,37.67,34.11,61.26,57.39
50,1,2,57.75,44.06,48.46,59.9
48,1,1,42.73,44.06,67.24,47.97
23,1,1,31.77,46.85,54.62,40.48
57,1,3,55.91,54.05,67.64,49.78
22,1,3,28.82,56.4,72.32,35.65
57,1,2,58.58,42.14,73.9,44.85
60,1,2,55.91,57.02,30.06,49.78
57,1,3,47.89,36.19,59.29,39.93
28,1,3,49.47,34.11,74.54,42.9
22,1,2,43.57,43.66,67.9,28.41
31,1,0,38.09,42.99,68.23,59.48
24,1,3,61.27,34.11,50.2,54.98
28,1,3,61.27,43.66,72.32,47.73
25,1,1,49.47,34.11,56.84,57.39
29,1,2,55.37,56.4,74.54,35.65
25,1,2,58.32,34.11,61.26,38.07
28,1,2,61.27,30.92,61.26,45.31
30,1,1,52.42,43.66,72.32,67.05
46,1,3,60.75,54.3,73.51,50.36
64,1,1,48.45,53.81,67.65,58.83
36,1,3,44.25,40.25,64.01,47.66
46,1,2,60.75,44.06,38.02,43.2
18,1,2,44.53,46.97,71.07,43.89
59,1,3,45.21,54.05,46.76,37.46
32,1,3,50.4,40.25,74.56,42.93
46,1,3,54.74,57.71,73.51,62.29
29,1,1,43.57,34.11,65.69,35.65
52,1,2,50.56,60,46.76,57.17
20,1,3,39.41,35.31,71.07,57.68
67,1,3,51.38,44.2,33.09,61.17
49,1,2,51.74,40.65,50.54,47.97
55,1,1,42.54,57.02,50.94,59.63
24,1,3,28.82,50.03,72.32,59.81
42,1,3,54.74,50.89,73.51,40.81
24,1,3,37.67,53.22,70.11,38.07
33,1,3,53.48,48.49,68.23,33.48
40,1,3,45.74,47.47,46.37,40.81
38,1,2,59.63,40.25,66.12,45.3
50,1,3,54.74,37.24,73.51,50.36
27,1,2,40.62,56.4,67.9,38.07
32,1,3,50.4,42.99,57.68,31.11
41,1,2,36.73,44.06,63.07,57.52
42,1,1,39.73,64.54,31.75,67.06
49,1,2,30.72,44.06,52.63,55.13
26,1,1,31.77,46.85,67.9,28.41
35,1,3,31.94,42.99,68.23,42.93
34,1,3,35.02,51.24,64.01,38.2
58,1,3,50.56,60,50.94,57.17
35,1,2,41.17,48.49,61.9,64.21
26,1,0,55.37,40.48,65.69,35.65
53,1,3,50.56,60,73.9,49.78
57,1,1,37.19,48.1,69.73,47.32
23,1,3,31.77,62.77,74.54,50.14
28,1,1,40.62,56.4,52.41,67.05
40,1,3,65.78,37.5,49.24,35.84
47,1,3,48.74,50.89,63.07,38.42
52,1,1,45.21,48.1,63.47,44.85
30,1,2,55.37,50.03,45.77,45.31
68,1,3,54.31,34.58,69.81,44.74
59,1,3,58.58,54.05,34.24,62.09
53,1,3,53.24,39.17,48.85,44.85
34,1,2,62.71,48.49,53.46,35.84
28,1,2,46.52,40.48,56.84,50.14
35,1,1,59.63,40.25,68.23,38.2
38,1,2,35.02,45.74,32.36,54.75
37,1,2,41.17,45.74,47.13,54.75
34,1,2,35.02,53.98,57.68,57.12
38,1,2,50.4,34.75,64.01,45.3
68,1,3,33.78,53.81,74.13,44.74
56,1,1,55.91,39.17,53.03,35
25,1,0,46.52,27.74,41.35,54.98
37,1,2,25.78,45.74,57.68,50.02
31,1,2,50.4,45.74,0,42.93
52,1,2,47.89,48.1,67.64,47.32
51,1,2,57.75,37.24,35.93,55.13
68,1,3,54.31,40.99,52.53,35.35
33,1,2,47.32,42.99,61.9,35.84
33,1,2,41.17,37.5,45.02,59.48
22,1,3,61.27,37.29,47.99,42.9
72,1,3,60.18,31.38,43.89,49.44
28,1,2,43.57,27.74,67.9,42.9
22,1,3,40.62,50.03,67.9,52.56
34,1,3,56.55,51.24,59.79,33.48
52,1,1,63.93,45.12,55.11,54.7
26,1,2,43.57,50.03,54.62,52.56
55,1,0,63.93,36.19,55.11,37.46
34,1,2,53.48,42.99,59.79,35.84
28,1,2,46.52,56.4,76.75,38.07
29,1,3,46.52,27.74,52.41,69.47
57,1,2,53.24,45.12,55.11,49.78
33,1,3,47.32,42.99,47.13,40.57
66,1,3,42.58,57.02,67.65,30.66
64,1,3,39.65,63.43,78.44,37.7
17,1,3,47.08,41.14,64.25,41.59
48,1,1,54.74,40.65,52.63,52.74
35,1,2,44.25,40.25,61.9,50.02
38,1,3,50.4,40.25,66.12,38.2
37,1,2,38.09,51.24,72.45,50.02
29,1,1,55.37,43.66,74.54,40.48
25,1,3,49.47,34.11,65.69,64.64
52,1,3,55.91,42.14,48.85,54.7
34,1,0,35.02,62.23,72.45,45.3
18,1,1,47.08,41.14,68.8,50.78
21,1,2,36.85,67.38,75.61,34.69
30,1,2,64.22,40.48,39.14,62.22
31,1,3,53.48,37.5,61.9,68.94
62,1,1,54.31,31.38,69.81,47.09
51,1,1,57.75,47.47,63.07,47.97
25,1,2,37.67,43.66,74.54,33.24
48,1,2,54.74,44.06,46.37,40.81
60,1,3,58.58,42.14,63.47,37.46
53,1,2,42.54,62.98,50.94,57.17
32,1,2,50.4,40.25,45.02,45.3
46,1,1,51.74,37.24,48.46,31.26
42,1,1,57.75,44.06,35.93,43.2
60,1,3,39.87,54.05,73.9,52.24
36,1,3,44.25,37.5,64.01,35.84
24,1,2,61.27,50.03,56.84,52.56
28,1,3,40.62,34.11,41.35,71.88
31,1,3,53.48,42.99,53.46,57.12
37,1,3,56.55,32.01,64.01,47.66
39,1,3,44.25,42.99,55.57,52.39
31,1,2,16.55,59.48,61.9,61.84
45,1,2,60.75,40.65,38.02,40.81
39,1,3,41.17,42.99,72.45,33.48
23,1,2,52.42,37.29,63.47,28.41
34,1,2,53.48,42.99,61.9,47.66
30,1,0,49.47,37.29,65.69,50.14
39,1,3,38.09,40.25,70.34,59.48
43,1,2,54.74,37.24,52.63,55.13
25,1,2,40.62,37.29,65.69,59.81
52,1,3,53.24,39.17,55.11,47.32
26,1,3,46.52,37.29,67.9,45.31
28,1,3,52.42,56.4,70.11,57.39
52,1,2,50.56,39.17,75.99,44.85
21,1,1,49.64,29.48,61.98,43.89
59,1,1,55.91,42.14,71.82,39.93
31,1,2,59.63,40.25,61.9,38.2
19,1,0,44.53,41.14,34.7,53.08
24,1,2,43.57,37.29,65.69,33.24
31,1,1,47.32,45.74,66.12,59.48
58,1,1,66.6,33.21,48.85,32.54
36,1,2,65.78,40.25,40.8,64.21
43,1,3,54.74,37.24,46.37,43.2
66,1,3,57.24,34.58,54.69,72.91
61,1,2,63.93,39.17,36.33,54.7
24,1,2,31.77,46.85,59.05,57.39
22,1,2,55.37,34.11,47.99,42.9
52,1,1,55.91,51.07,42.59,32.54
22,1,3,43.57,65.96,70.11,62.22
57,1,2,63.93,39.17,63.47,47.32
40,1,2,53.48,34.75,55.57,38.2
21,1,2,58.32,34.11,45.77,40.48
68,1,3,60.18,40.99,37.41,56.48
42,1,2,60.75,57.71,29.67,57.52
49,1,2,63.75,44.06,35.93,62.29
33,1,1,47.32,40.25,36.58,59.48
31,1,1,40.62,34.11,65.69,59.81
71,1,3,54.31,47.4,61.17,37.7
42,1,2,51.74,44.06,60.98,43.2
49,1,3,57.75,47.47,75.59,47.97
37,1,3,59.63,40.25,53.46,50.02
42,1,1,33.72,61.13,69.33,33.65
61,1,3,54.31,40.99,63.33,33
24,1,2,31.77,43.66,59.05,52.56
23,1,2,40.62,40.48,67.9,42.9
27,1,2,22.92,53.22,65.69,30.82
55,1,2,63.93,48.1,38.41,54.7
31,1,3,35.02,53.98,0,33.48
26,1,3,40.62,50.03,59.05,35.65
26,1,3,37.67,37.29,76.75,52.56
22,1,1,31.77,43.66,70.11,45.31
49,1,2,60.75,54.3,73.51,64.68
44,1,1,51.74,47.47,42.19,62.29
36,1,3,56.55,67.72,68.23,38.2
49,1,3,54.74,37.24,69.33,36.04
52,1,2,42.54,60,69.73,67.02
45,1,1,45.74,37.24,52.63,47.97
70,1,1,36.72,47.4,56.85,33
19,1,1,44.53,44.05,30.16,34.69
16,1,2,41.97,49.88,71.07,30.09
22,1,3,40.62,40.48,54.62,45.31
48,1,2,57.75,54.3,33.84,43.2
50,1,2,54.74,33.82,44.28,64.68
47,1,2,57.75,44.06,58.89,55.13
25,1,3,22.92,50.03,74.54,35.65
30,1,3,10.4,70.47,72.45,64.21
28,1,2,37.67,56.4,76.75,33.24
44,1,2,57.75,33.82,40.1,64.68
33,1,1,50.4,42.99,74.56,31.11
31,1,3,56.55,40.25,61.9,52.39
64,1,3,42.58,44.2,74.13,61.17
38,1,3,38.09,51.24,70.34,42.93
41,1,3,48.74,47.47,52.63,38.42
37,1,3,44.25,42.99,49.24,59.48
36,1,3,31.94,48.49,64.01,33.48
62,1,3,42.58,47.4,46.05,58.83
32,1,2,47.32,45.74,70.34,40.57
55,1,1,39.87,45.12,67.64,59.63
56,1,2,58.58,48.1,42.59,67.02
32,1,2,47.32,48.49,66.12,50.02
26,1,2,28.82,72.32,65.69,38.07
49,1,3,63.75,44.06,42.19,52.74
18,1,2,31.74,35.31,59.7,69.17
36,1,3,56.55,51.24,72.45,33.48
45,1,1,36.73,40.65,54.72,67.06
24,1,1,43.57,59.59,67.9,35.65
22,1,3,19.97,69.14,70.11,52.56
33,1,3,28.86,67.72,0,57.12
26,1,3,25.87,50.03,72.32,40.48
48,1,2,54.74,50.89,44.28,43.2
27,1,3,43.57,43.66,70.11,62.22
54,1,3,53.24,51.07,67.64,44.85
51,1,1,47.89,57.02,63.47,59.63
29,1,3,22.92,43.66,72.32,38.07
25,1,1,58.32,40.48,47.99,45.31
44,1,2,54.74,37.24,65.16,52.74
36,1,1,47.32,42.99,64.01,52.39
35,1,3,56.55,34.75,61.9,40.57
29,1,1,55.37,37.29,50.2,38.07
42,1,1,54.74,33.82,58.89,38.42
46,1,2,60.75,40.65,35.93,38.42
27,1,3,37.67,37.29,67.9,42.9
57,1,1,63.93,39.17,42.59,52.24
42,1,2,51.74,54.3,69.33,38.42
36,1,3,65.78,48.49,61.9,38.2
26,1,2,55.37,40.48,59.05,45.31
46,1,2,48.74,50.89,46.37,40.81
43,1,3,42.73,33.82,69.33,45.58
63,1,1,54.31,44.2,74.13,42.39
43,1,1,54.74,44.06,56.81,43.2
53,1,3,61.26,42.14,67.64,54.7
21,1,1,40.62,37.29,54.62,69.47
36,1,3,38.09,51.24,53.46,47.66
56,1,3,58.58,48.1,69.73,57.17
39,1,3,31.94,40.25,64.01,54.75
70,1,2,63.11,50.61,35.25,72.91
28,1,3,25.87,72.32,74.54,28.41
20,1,3,43.57,40.48,61.26,57.39
27,1,3,58.32,43.66,65.69,35.65
24,1,2,25.87,40.48,76.75,59.81
48,1,3,36.73,40.65,35.93,57.52
41,1,2,60.75,47.47,54.72,64.68
24,1,3,52.42,43.66,74.54,40.48
26,1,2,34.72,37.29,61.26,62.22
31,1,2,38.09,34.75,45.02,59.48
31,1,2,22.71,59.48,70.34,59.48
21,1,2,28.82,50.03,72.32,47.73
35,1,3,25.78,37.5,74.56,54.75
64,1,3,51.38,34.58,37.41,58.83
35,1,3,59.63,40.25,55.57,42.93
54,1,1,42.54,45.12,65.55,44.85
44,1,2,45.74,50.89,63.07,40.81
46,1,2,39.73,54.3,75.59,43.2
20,1,2,46.52,30.92,54.62,38.07
34,1,2,53.48,32.01,45.02,66.57
33,1,3,31.94,48.49,72.45,50.02
23,1,3,46.52,50.03,70.11,38.07
44,1,2,48.74,40.65,50.54,45.58
33,1,0,41.17,56.73,55.57,45.3
27,1,2,37.67,40.48,65.69,38.07
40,1,2,56.55,48.49,49.24,40.57
24,1,2,31.77,72.32,59.05,69.47
23,1,1,31.77,46.85,50.2,40.48
42,1,3,48.74,44.06,63.07,64.68
23,1,2,28.82,56.4,76.75,52.56
28,1,2,46.52,46.85,67.9,69.47
35,1,1,31.94,40.25,57.68,57.12
45,1,2,54.74,40.65,38.02,50.36
34,1,3,62.71,51.24,68.23,38.2
29,1,3,34.72,40.48,59.05,52.56
36,1,2,38.09,48.49,51.35,54.75
41,1,3,60.75,40.65,38.02,45.58
21,1,3,46.52,40.48,72.32,35.65
46,1,2,63.75,40.65,44.28,38.42
26,1,3,37.67,43.66,70.11,67.05
53,1,2,58.58,39.17,42.59,32.54
42,1,3,45.74,33.82,60.98,62.29
30,1,3,25.87,62.77,72.32,33.24
56,1,1,58.58,39.17,48.85,52.24
32,1,2,59.63,34.75,49.24,52.39
75,1,3,60.18,40.99,59.01,42.39
49,1,1,57.75,57.71,75.59,52.74
33,1,1,35.02,42.99,72.45,38.2
61,1,1,51.38,40.99,65.49,40.05
48,1,2,63.75,37.24,33.84,59.9
27,1,2,37.67,40.48,56.84,47.73
41,1,1,33.72,50.89,54.72,33.65
48,1,2,42.73,50.89,56.81,38.42
40,1,2,42.73,47.47,63.07,45.58
23,1,2,40.62,56.4,70.11,69.47
56,1,2,55.91,48.1,59.29,54.7
17,1,3,34.3,58.63,73.34,32.39
19,1,1,29.18,46.97,71.07,53.08
58,1,2,63.93,39.17,48.85,37.46
71,1,2,57.24,47.4,46.05,42.39
60,1,3,63.93,36.19,46.76,74.41
30,1,3,40.62,34.11,70.11,59.81
28,1,2,34.72,46.85,63.47,42.9
46,1,1,45.74,50.89,31.75,62.29
33,1,3,19.63,56.73,74.56,68.94
24,1,2,22.92,40.48,63.47,76.71
51,1,3,53.24,54.05,71.82,30.07
67,1,2,51.38,40.99,61.17,54.13
20,1,3,24.07,55.71,61.98,46.18
55,1,3,55.91,48.1,57.2,54.7
34,1,2,41.17,51.24,64.01,57.12
56,1,1,47.89,36.19,67.64,44.85
25,1,1,46.52,43.66,45.77,50.14
44,1,2,54.74,44.06,54.72,40.81
24,1,2,34.72,65.96,67.9,52.56
28,1,2,46.52,53.22,65.69,42.9
43,1,0,45.74,57.71,56.81,67.06
24,1,2,40.62,46.85,67.9,50.14
33,1,2,28.86,56.73,70.34,42.93
25,1,3,46.52,43.66,56.84,42.9
43,1,3,39.73,37.24,67.24,62.29
43,1,3,36.73,50.89,63.07,43.2
55,1,2,63.93,45.12,73.9,54.7
43,1,1,57.75,47.47,29.67,52.74
23,1,1,37.67,40.48,63.47,38.07
23,1,0,49.47,34.11,63.47,38.07
28,1,1,46.52,43.66,59.05,64.64
24,1,3,37.67,43.66,72.32,38.07
29,1,2,40.62,56.4,65.69,28.41
48,1,3,33.72,44.06,67.24,45.58
22,1,3,52.42,37.29,61.26,47.73
40,1,3,42.73,44.06,67.24,38.42
55,1,2,58.58,42.14,61.38,32.54
25,1,1,52.42,37.29,65.69,45.31
55,1,0,58.58,42.14,57.2,44.85
45,1,2,45.74,44.06,58.89,69.45
56,1,2,50.56,42.14,69.73,35
36,1,3,59.63,45.74,72.45,52.39
44,1,2,57.75,47.47,38.02,43.2
32,1,2,44.25,40.25,64.01,35.84
23,1,2,28.82,69.14,76.75,71.88
35,1,1,41.17,53.98,53.46,35.84
53,1,2,58.58,51.07,36.33,44.85
41,1,2,45.74,44.06,44.28,45.58
61,1,2,48.45,40.99,74.13,37.7
52,1,3,50.56,45.12,40.5,69.48
32,1,3,59.63,32.01,59.79,40.57
28,1,3,58.32,34.11,67.9,57.39
47,1,3,63.75,40.65,56.81,43.2
43,1,3,33.72,61.13,75.59,47.97
48,1,2,57.75,44.06,46.37,67.06
53,1,2,55.91,54.05,65.55,37.46
27,1,3,49.47,53.22,76.75,52.56
24,1,2,37.67,40.48,72.32,69.47
27,1,3,31.77,53.22,67.9,40.48
31,1,1,38.09,32.01,38.69,66.57
34,1,2,47.32,53.98,53.46,38.2
26,1,1,28.82,53.22,76.75,42.9
30,1,1,37.67,72.32,72.32,38.07
42,1,2,33.72,47.47,67.24,50.36
71,1,2,57.24,34.58,59.01,33
58,1,1,53.24,48.1,71.82,30.07
57,1,3,53.24,48.1,71.82,52.24
46,1,3,30.72,57.71,65.16,47.97
20,1,1,36.85,49.88,55.16,50.78
31,1,3,46.52,40.48,34.71,47.73
43,1,3,30.72,57.71,52.63,36.04
29,1,2,46.52,34.11,65.69,69.47
23,1,2,58.32,30.92,54.62,40.48
42,1,2,63.75,37.24,54.72,57.52
17,1,1,49.64,35.31,48.34,48.48
23,1,1,40.62,40.48,65.69,40.48
49,1,1,57.75,37.24,69.33,64.68
29,1,3,25.87,37.29,61.26,35.65
36,1,1,47.32,40.25,57.68,33.48
56,1,2,61.26,42.14,50.94,44.85
29,1,1,55.37,53.22,74.54,38.07
30,1,3,19.97,46.85,76.75,28.41
31,1,3,38.09,42.99,53.46,45.3
23,1,2,58.32,30.92,74.54,40.48
44,1,0,57.75,37.24,40.1,52.74
22,1,3,22.92,56.4,76.75,28.41
24,1,3,28.82,59.59,67.9,42.9
42,1,3,60.75,37.24,67.24,38.42
30,1,1,46.52,40.48,67.9,42.9
49,1,3,45.74,40.65,48.46,40.81
34,1,1,59.63,40.25,45.02,64.21
39,1,3,35.02,37.5,59.79,59.48
52,1,3,47.89,45.12,38.41,64.56
59,1,2,53.24,57.02,61.38,42.39
67,1,2,54.31,37.79,56.85,61.17
38,1,3,59.63,51.24,49.24,47.66
60,1,2,53.24,48.1,67.64,35
31,1,3,44.25,40.25,66.12,71.3
40,1,2,59.63,40.25,59.79,35.84
59,1,1,55.91,48.1,44.68,47.32
34,1,3,50.4,45.74,64.01,33.48
45,1,1,42.73,37.24,42.19,40.81
31,1,1,28.86,59.48,66.12,57.12
54,1,1,61.26,42.14,59.29,39.93
51,1,1,55.91,45.12,61.38,71.95
30,1,2,52.42,43.66,67.9,38.07
45,1,3,51.74,44.06,71.42,55.13
38,1,2,25.78,64.97,74.56,52.39
19,1,3,39.41,52.8,71.07,55.38
20,1,1,34.72,43.66,59.05,33.24
23,1,2,46.52,46.85,67.9,54.98
32,1,2,59.63,40.25,64.01,61.84
33,1,1,38.09,45.74,55.57,71.3
28,1,2,25.87,78.69,76.75,33.24
49,1,2,45.74,44.06,48.46,43.2
29,1,3,49.47,62.77,76.75,35.65
53,1,3,63.93,36.19,50.94,49.78
37,1,3,41.17,45.74,59.79,40.57
44,1,1,60.75,57.71,65.16,45.58
29,1,1,49.47,46.85,63.47,52.56
52,1,2,50.56,36.19,63.47,44.85
57,1,3,55.91,48.1,42.59,42.39
29,1,1,34.72,46.85,65.69,69.47
57,1,3,58.58,51.07,36.33,59.63
63,1,3,45.51,50.61,43.89,37.7
34,1,3,50.4,40.25,66.12,64.21
26,1,2,37.67,62.77,72.32,69.47
43,1,2,51.74,47.47,35.93,47.97
24,1,1,34.72,65.96,67.9,54.98
29,1,3,52.42,53.22,72.32,40.48
38,1,2,28.86,56.73,74.56,66.57
43,1,3,39.73,71.37,71.42,57.52
30,1,2,43.57,46.85,67.9,59.81
38,1,2,62.71,40.25,61.9,64.21
24,1,2,25.87,53.22,67.9,45.31
23,1,1,25.87,40.48,56.84,52.56
31,1,2,47.32,51.24,74.56,42.93
60,1,1,37.19,65.95,78.08,42.39
28,1,3,40.62,50.03,70.11,38.07
52,1,2,55.91,48.1,63.47,64.56
22,1,1,43.57,40.48,61.26,45.31
54,1,1,47.89,45.12,59.29,39.93
54,1,1,66.6,36.19,46.76,59.63
25,1,2,37.67,37.29,65.69,38.07
67,1,3,51.38,37.79,50.37,51.78
52,1,1,53.24,36.19,50.94,37.46
42,1,2,36.73,54.3,73.51,59.9
28,1,1,52.42,46.85,56.84,45.31
56,1,1,55.91,54.05,59.29,44.85
23,1,2,31.77,46.85,74.54,45.31
35,1,0,44.25,42.99,38.69,66.57
20,1,3,34.3,52.8,75.61,46.18
32,1,3,38.09,56.73,74.56,59.48
22,1,3,28.82,59.59,76.75,71.88
21,1,1,46.52,43.66,65.69,42.9
21,1,3,28.82,56.4,70.11,40.48
21,1,3,31.77,34.11,70.11,59.81
44,1,2,54.74,47.47,63.07,40.81
35,1,2,31.94,62.23,72.45,52.39
39,1,3,35.02,42.99,72.45,42.93
25,1,3,28.82,69.14,76.75,28.41
30,1,2,52.42,43.66,65.69,59.81
28,1,3,46.52,37.29,67.9,40.48
47,1,1,57.75,40.65,54.72,55.13
53,1,3,50.56,51.07,46.76,35
58,1,3,47.89,57.02,71.82,35
52,1,1,61.26,54.05,42.59,49.78
26,1,2,58.32,46.85,52.41,59.81
19,1,3,49.64,41.14,68.8,41.59
35,1,2,53.48,34.75,72.45,35.84
19,1,2,41.97,67.38,55.16,34.69
29,1,3,49.47,43.66,67.9,50.14
25,1,3,40.62,62.77,72.32,33.24
22,1,1,37.67,46.85,72.32,28.41
34,1,2,44.25,53.98,74.56,40.57
32,1,1,62.71,32.01,66.12,64.21
55,1,1,53.24,39.17,55.11,47.32
27,1,1,52.42,46.85,67.9,28.41
29,1,3,31.77,46.85,74.54,52.56
38,1,3,65.78,40.25,45.02,45.3
28,1,3,61.27,30.92,52.41,42.9
61,1,2,33.78,57.02,52.53,30.66
33,1,1,44.25,59.48,61.9,31.11
55,1,3,26.5,60,78.08,32.54
20,1,2,34.3,52.8,73.34,34.69
22,1,3,28.82,56.4,76.75,42.9
24,1,1,40.62,50.03,56.84,50.14
42,1,3,42.73,44.06,73.51,45.58
19,1,2,52.2,44.05,75.61,34.69
25,1,2,52.42,43.66,67.9,33.24
44,1,3,60.75,40.65,31.75,55.13
